1023,1012,1015,1008,1015,1008,1008,1012,1012,1008,1008,1015,1008,1015,1012,1023
1012,880,927,831,927,831,831,880,880,831,831,927,831,927,880,1012
1015,927,959,895,959,895,895,927,927,895,895,959,895,959,927,1015
1008,832,895,768,895,768,768,831,831,768,768,895,768,895,832,1008
1015,928,959,895,959,895,895,927,927,895,895,959,895,959,928,1015
1008,832,895,768,895,768,768,831,831,768,768,895,768,895,832,1008
1008,832,895,768,895,768,768,831,831,768,768,895,768,895,832,1008
1012,880,928,831,927,831,831,880,880,831,831,927,831,928,880,1012
1012,880,928,831,927,831,831,880,880,831,831,927,831,928,880,1012
1008,832,895,768,895,768,768,831,831,768,768,895,768,895,832,1008
1008,832,895,768,895,768,768,831,831,768,768,895,768,895,832,1008
1015,928,959,895,959,895,895,927,927,895,895,959,895,959,928,1015
1008,832,895,768,895,768,768,831,831,768,768,895,768,895,832,1008
1015,927,959,895,959,895,895,927,927,895,895,959,895,959,927,1015
1012,880,927,831,927,831,831,880,880,831,831,927,831,927,880,1012
1023,1012,1015,1008,1015,1008,1008,1012,1012,1008,1008,1015,1008,1015,1012,1023
