255,249,244,240,243,240,248,249,249,248,240,243,240,244,249,255
243,171,112,63,112,63,159,171,171,159,63,112,63,112,171,243
251,221,196,175,195,175,216,221,221,216,175,195,175,196,221,251
240,144,63,0,63,0,128,144,144,128,0,63,0,63,144,240
250,221,196,176,196,176,216,221,221,216,176,196,176,196,221,250
240,144,63,0,63,0,128,144,144,128,0,63,0,63,144,240
248,200,160,128,160,128,192,200,200,192,128,160,128,160,200,248
243,172,112,63,111,63,160,172,172,160,63,111,63,112,172,243
243,172,112,63,111,63,160,172,172,160,63,111,63,112,172,243
248,200,160,128,160,128,192,200,200,192,128,160,128,160,200,248
240,144,63,0,63,0,128,144,144,128,0,63,0,63,144,240
250,221,196,176,196,176,216,221,221,216,176,196,176,196,221,250
240,144,63,0,63,0,128,144,144,128,0,63,0,63,144,240
251,221,196,175,195,175,216,221,221,216,175,195,175,196,221,251
243,171,112,63,112,63,159,171,171,159,63,112,63,112,171,243
255,249,244,240,243,240,248,249,249,248,240,243,240,244,249,255
