63,60,57,56,57,56,60,60,60,60,56,57,56,57,60,63
57,35,15,8,15,8,36,35,35,36,8,15,8,15,35,57
61,51,43,40,43,40,52,51,51,52,40,43,40,43,51,61
56,32,8,0,8,0,32,32,32,32,0,8,0,8,32,56
61,52,43,40,43,40,52,52,52,52,40,43,40,43,52,61
56,32,8,0,8,0,32,32,32,32,0,8,0,8,32,56
60,47,36,32,36,32,48,47,47,48,32,36,32,36,47,60
57,36,15,8,15,8,36,36,36,36,8,15,8,15,36,57
57,36,15,8,15,8,36,36,36,36,8,15,8,15,36,57
60,47,36,32,36,32,48,47,47,48,32,36,32,36,47,60
56,32,8,0,8,0,32,32,32,32,0,8,0,8,32,56
61,52,43,40,43,40,52,52,52,52,40,43,40,43,52,61
56,32,8,0,8,0,32,32,32,32,0,8,0,8,32,56
61,51,43,40,43,40,52,51,51,52,40,43,40,43,51,61
57,35,15,8,15,8,36,35,35,36,8,15,8,15,35,57
63,60,57,56,57,56,60,60,60,60,56,57,56,57,60,63
