255,249,250,248,251,248,248,249,249,248,248,251,248,250,249,255
249,207,221,200,221,200,200,207,207,200,200,221,200,221,207,249
251,221,230,216,230,216,216,221,221,216,216,230,216,230,221,251
248,200,216,192,216,192,192,200,200,192,192,216,192,216,200,248
250,221,230,216,230,216,216,221,221,216,216,230,216,230,221,250
248,200,216,192,216,192,192,200,200,192,192,216,192,216,200,248
248,200,216,192,216,192,192,200,200,192,192,216,192,216,200,248
249,207,221,200,221,200,200,207,207,200,200,221,200,221,207,249
249,207,221,200,221,200,200,207,207,200,200,221,200,221,207,249
248,200,216,192,216,192,192,200,200,192,192,216,192,216,200,248
248,200,216,192,216,192,192,200,200,192,192,216,192,216,200,248
250,221,230,216,230,216,216,221,221,216,216,230,216,230,221,250
248,200,216,192,216,192,192,200,200,192,192,216,192,216,200,248
251,221,230,216,230,216,216,221,221,216,216,230,216,230,221,251
249,207,221,200,221,200,200,207,207,200,200,221,200,221,207,249
255,249,250,248,251,248,248,249,249,248,248,251,248,250,249,255
