16383,16363,16351,16320,16351,16320,16352,16363,16363,16352,16320,16351,16320,16351,16363,16383
16347,15607,15163,14016,15163,14016,15200,15607,15607,15200,14016,15163,14016,15163,15607,16347
16371,16111,15955,15552,15955,15552,15968,16111,16111,15968,15552,15955,15552,15955,16111,16371
16320,15040,14272,12288,14272,12288,14336,15040,15040,14336,12288,14272,12288,14272,15040,16320
16371,16111,15955,15552,15955,15552,15968,16111,16111,15968,15552,15955,15552,15955,16111,16371
16320,15040,14272,12288,14272,12288,14336,15040,15040,14336,12288,14272,12288,14272,15040,16320
16352,15712,15328,14336,15328,14336,15360,15712,15712,15360,14336,15328,14336,15328,15712,16352
16347,15607,15163,14016,15163,14016,15200,15607,15607,15200,14016,15163,14016,15163,15607,16347
16347,15607,15163,14016,15163,14016,15200,15607,15607,15200,14016,15163,14016,15163,15607,16347
16352,15712,15328,14336,15328,14336,15360,15712,15712,15360,14336,15328,14336,15328,15712,16352
16320,15040,14272,12288,14272,12288,14336,15040,15040,14336,12288,14272,12288,14272,15040,16320
16371,16111,15955,15552,15955,15552,15968,16111,16111,15968,15552,15955,15552,15955,16111,16371
16320,15040,14272,12288,14272,12288,14336,15040,15040,14336,12288,14272,12288,14272,15040,16320
16371,16111,15955,15552,15955,15552,15968,16111,16111,15968,15552,15955,15552,15955,16111,16371
16347,15607,15163,14016,15163,14016,15200,15607,15607,15200,14016,15163,14016,15163,15607,16347
16383,16363,16351,16320,16351,16320,16352,16363,16363,16352,16320,16351,16320,16351,16363,16383
