1048575,1048462,1048433,1048064,1048433,1048064,1048320,1048462,1048462,1048320,1048064,1048433,1048064,1048433,1048462,1048575
1048376,1025776,1019976,946176,1019976,946176,997376,1025776,1025776,997376,946176,1019976,946176,1019976,1025776,1048376
1048521,1042306,1040711,1020416,1040711,1020416,1034496,1042306,1042306,1034496,1020416,1040711,1020416,1040711,1042306,1048521
1048064,990208,975360,786432,975360,786432,917504,990208,990208,917504,786432,975360,786432,975360,990208,1048064
1048521,1042306,1040711,1020416,1040711,1020416,1034496,1042306,1042306,1034496,1020416,1040711,1020416,1040711,1042306,1048521
1048064,990208,975360,786432,975360,786432,917504,990208,990208,917504,786432,975360,786432,975360,990208,1048064
1048320,1019392,1011968,917504,1011968,917504,983040,1019392,1019392,983040,917504,1011968,917504,1011968,1019392,1048320
1048376,1025776,1019976,946176,1019976,946176,997376,1025776,1025776,997376,946176,1019976,946176,1019976,1025776,1048376
1048376,1025776,1019976,946176,1019976,946176,997376,1025776,1025776,997376,946176,1019976,946176,1019976,1025776,1048376
1048320,1019392,1011968,917504,1011968,917504,983040,1019392,1019392,983040,917504,1011968,917504,1011968,1019392,1048320
1048064,990208,975360,786432,975360,786432,917504,990208,990208,917504,786432,975360,786432,975360,990208,1048064
1048521,1042306,1040711,1020416,1040711,1020416,1034496,1042306,1042306,1034496,1020416,1040711,1020416,1040711,1042306,1048521
1048064,990208,975360,786432,975360,786432,917504,990208,990208,917504,786432,975360,786432,975360,990208,1048064
1048521,1042306,1040711,1020416,1040711,1020416,1034496,1042306,1042306,1034496,1020416,1040711,1020416,1040711,1042306,1048521
1048376,1025776,1019976,946176,1019976,946176,997376,1025776,1025776,997376,946176,1019976,946176,1019976,1025776,1048376
1048575,1048462,1048433,1048064,1048433,1048064,1048320,1048462,1048462,1048320,1048064,1048433,1048064,1048433,1048462,1048575
