4095,4059,4075,4032,4075,4032,4032,4059,4059,4032,4032,4075,4032,4075,4059,4095
4059,2727,3319,1728,3319,1728,1728,2727,2727,1728,1728,3319,1728,3319,2727,4059
4075,3319,3655,2752,3655,2752,2752,3319,3319,2752,2752,3655,2752,3655,3319,4075
4032,1728,2752,0,2752,0,0,1728,1728,0,0,2752,0,2752,1728,4032
4075,3319,3655,2752,3655,2752,2752,3319,3319,2752,2752,3655,2752,3655,3319,4075
4032,1728,2752,0,2752,0,0,1728,1728,0,0,2752,0,2752,1728,4032
4032,1728,2752,0,2752,0,0,1728,1728,0,0,2752,0,2752,1728,4032
4059,2727,3319,1728,3319,1728,1728,2727,2727,1728,1728,3319,1728,3319,2727,4059
4059,2727,3319,1728,3319,1728,1728,2727,2727,1728,1728,3319,1728,3319,2727,4059
4032,1728,2752,0,2752,0,0,1728,1728,0,0,2752,0,2752,1728,4032
4032,1728,2752,0,2752,0,0,1728,1728,0,0,2752,0,2752,1728,4032
4075,3319,3655,2752,3655,2752,2752,3319,3319,2752,2752,3655,2752,3655,3319,4075
4032,1728,2752,0,2752,0,0,1728,1728,0,0,2752,0,2752,1728,4032
4075,3319,3655,2752,3655,2752,2752,3319,3319,2752,2752,3655,2752,3655,3319,4075
4059,2727,3319,1728,3319,1728,1728,2727,2727,1728,1728,3319,1728,3319,2727,4059
4095,4059,4075,4032,4075,4032,4032,4059,4059,4032,4032,4075,4032,4075,4059,4095
