255,244,248,240,248,240,240,244,244,240,240,248,240,248,244,255
244,112,160,64,160,64,64,112,112,64,64,160,64,160,112,244
248,160,192,128,192,128,128,160,160,128,128,192,128,192,160,248
240,64,128,0,128,0,0,64,64,0,0,128,0,128,64,240
248,160,192,128,192,128,128,160,160,128,128,192,128,192,160,248
240,64,128,0,128,0,0,64,64,0,0,128,0,128,64,240
240,64,128,0,128,0,0,64,64,0,0,128,0,128,64,240
244,112,160,64,160,64,64,112,112,64,64,160,64,160,112,244
244,112,160,64,160,64,64,112,112,64,64,160,64,160,112,244
240,64,128,0,128,0,0,64,64,0,0,128,0,128,64,240
240,64,128,0,128,0,0,64,64,0,0,128,0,128,64,240
248,160,192,128,192,128,128,160,160,128,128,192,128,192,160,248
240,64,128,0,128,0,0,64,64,0,0,128,0,128,64,240
248,160,192,128,192,128,128,160,160,128,128,192,128,192,160,248
244,112,160,64,160,64,64,112,112,64,64,160,64,160,112,244
255,244,248,240,248,240,240,244,244,240,240,248,240,248,244,255
