255,246,249,240,249,240,248,246,246,248,240,249,240,249,246,255
246,156,186,96,186,96,176,156,156,176,96,186,96,186,156,246
249,186,207,144,207,144,200,186,186,200,144,207,144,207,186,249
240,96,144,0,144,0,128,96,96,128,0,144,0,144,96,240
249,186,207,144,207,144,200,186,186,200,144,207,144,207,186,249
240,96,144,0,144,0,128,96,96,128,0,144,0,144,96,240
248,176,200,128,200,128,192,176,176,192,128,200,128,200,176,248
246,156,186,96,186,96,176,156,156,176,96,186,96,186,156,246
246,156,186,96,186,96,176,156,156,176,96,186,96,186,156,246
248,176,200,128,200,128,192,176,176,192,128,200,128,200,176,248
240,96,144,0,144,0,128,96,96,128,0,144,0,144,96,240
249,186,207,144,207,144,200,186,186,200,144,207,144,207,186,249
240,96,144,0,144,0,128,96,96,128,0,144,0,144,96,240
249,186,207,144,207,144,200,186,186,200,144,207,144,207,186,249
246,156,186,96,186,96,176,156,156,176,96,186,96,186,156,246
255,246,249,240,249,240,248,246,246,248,240,249,240,249,246,255
