16383,16319,16350,16256,16350,16256,16256,16319,16319,16256,16256,16350,16256,16350,16319,16383
16319,12159,14174,8064,14174,8064,8064,12159,12159,8064,8064,14174,8064,14174,12159,16319
16350,14174,15228,12032,15228,12032,12032,14174,14174,12032,12032,15228,12032,15228,14174,16350
16256,8064,12032,0,12032,0,0,8064,8064,0,0,12032,0,12032,8064,16256
16350,14174,15228,12032,15228,12032,12032,14174,14174,12032,12032,15228,12032,15228,14174,16350
16256,8064,12032,0,12032,0,0,8064,8064,0,0,12032,0,12032,8064,16256
16256,8064,12032,0,12032,0,0,8064,8064,0,0,12032,0,12032,8064,16256
16319,12159,14174,8064,14174,8064,8064,12159,12159,8064,8064,14174,8064,14174,12159,16319
16319,12159,14174,8064,14174,8064,8064,12159,12159,8064,8064,14174,8064,14174,12159,16319
16256,8064,12032,0,12032,0,0,8064,8064,0,0,12032,0,12032,8064,16256
16256,8064,12032,0,12032,0,0,8064,8064,0,0,12032,0,12032,8064,16256
16350,14174,15228,12032,15228,12032,12032,14174,14174,12032,12032,15228,12032,15228,14174,16350
16256,8064,12032,0,12032,0,0,8064,8064,0,0,12032,0,12032,8064,16256
16350,14174,15228,12032,15228,12032,12032,14174,14174,12032,12032,15228,12032,15228,14174,16350
16319,12159,14174,8064,14174,8064,8064,12159,12159,8064,8064,14174,8064,14174,12159,16319
16383,16319,16350,16256,16350,16256,16256,16319,16319,16256,16256,16350,16256,16350,16319,16383
